taxonID,record_id,best_match,num_16s,nstd,Kingdom,Phylum,Class,Order,Family,Genus
e15f217fa90380be7bbd8a1216e2c4e6,GCF_000024005.1,Chitinophaga pinensis DSM 2588|GCF_000024005.1|NC_013132.1|Chromosome: ANONYMOUS|1700261..1701799 +,6,0.0753771912375511,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter
f0d9578762a9bbcc8f8628843226822e,GCF_000024005.1,Chitinophaga pinensis DSM 2588|GCF_000024005.1|NC_013132.1|Chromosome: ANONYMOUS|1700261..1701799 +,6,0.0709847921530112,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea
f8e610d1e7f0fd737161af39a504b248,GCF_000024005.1,Chitinophaga pinensis DSM 2588|GCF_000024005.1|NC_013132.1|Chromosome: ANONYMOUS|1700261..1701799 +,6,0.0536680055737282,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
04a69c4da76dff0304074c3624c46c2f,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0287706509040716,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga
04b23b7c83a9b416c88366e57036d174,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0932086403578216,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter
0971115c9982e75a3feeb53e65dd0970,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0500185308736917,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,unknown Chitinophagaceae
0c388e166b8697f408389935cf0e510b,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0622764214572458,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,unknown Chitinophagaceae
1b576b5f1906497bacbdb35d9de1234f,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0284201797087058,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga
2fec443c984c77b290557903a558b16c,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0944101844164909,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,unknown Chitinophagaceae
3d8f090b84454aee2f54705ed32b78af,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0536680055737282,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea
6a7beeddc3c8d3e2b53fce790fe03332,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0579598627792782,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,unknown Chitinophagaceae
6af3d51ab51f0d07ebe46e84eb56fbea,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0674611774968973,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
7f05f8137429379fff672afd9ed72e7f,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0457205248419568,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,unknown Chitinophagaceae
9d1321a0c233b775de899c96c834d782,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0579598627792782,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga
9f15da5eefee35d02ce2a3b0044e6c4a,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0543413094112528,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,unknown Chitinophagaceae
bae644607ceb1ed83bc93dce073f0a7a,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0586891476744977,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,unknown Chitinophagaceae
bf5170a31d5ea393aff5dc5425120dc1,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0932086403578215,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas
ca460af17ab7594a14b72998f17dd9f1,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0753771912375512,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,unknown Chitinophagaceae
d6ee1d399199a6ef5ffba20c83938dc2,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0842399236161518,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,unknown Chitinophagaceae
d6f8b11ae915b83e4532a3142c3a2acb,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0457205248419567,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga
efe29985e4e0e65abd815ba275bf0def,GCF_010093065.1,Chitinophaga sp. H33E-04|GCF_010093065.1|NZ_CP048113.1|Chromosome: ANONYMOUS|5629439..5630977 +,7,0.0409378555389583,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga
00fe0f6e5670438683529f6a84b3affa,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.19195003060282,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
012c36a8a0802347422423a34b3e06b4,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.162798378928227,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Stenotrophobacter
06461ea849d1964e214c805e2ef7ae2d,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.193730597828815,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
09e2069ac145bf5077155f37ec64f526,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.166350275825691,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
0d26739f450c7ed09732b356e9655733,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.188485821210579,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,unknown Blastocatellaceae
0d6774ce3bc0137fef2ec2dd8c90ad1d,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.199012309797881,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
0d84cd0aa03dcf8ba1d4b433ed6351b2,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.207740087501211,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
0f3b6a69adae9d10ed0c521c852d4c95,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.197176532589896,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Aridibacter
1565f0727271eef68b20c2f00508d4a5,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.19195003060282,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
16447a681ddc078790977eaa15952baa,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.193730597828815,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),unknown Blastocatellia (Subgroup 4),unknown Blastocatellia (Subgroup 4),unknown Blastocatellia (Subgroup 4)
19adc35b953efd43b9e9f2e363170bc3,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.171400799961707,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
23ce98bb35a35c0594a18653c39551e5,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.152764784468575,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
24f0a9ef38dbe0716a5c13bd767bc825,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.201506981607541,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
274cfd451c1ef2ab7e0571a9abf52100,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.183277466945963,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,unknown Blastocatellaceae
2783f1cd3440fc87c6246d093695315b,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.207740087501211,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,unknown Blastocatellaceae
294373ac3caa7732742d9ec3e49d148d,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.147797878898194,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
3042560117aeb8fa6f768d63bca1b90d,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.209688646664298,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
335902588a5af1bf63b36228721e6e19,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.202439712083887,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,unknown Blastocatellaceae
33c21f9d666fa0a95c0d5b5d9465c44a,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.197176532589896,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
3b9217b2a295a542f1ba0f464b9d23e4,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.191072030669792,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Blastocatella
3bc57d70deedd91531bd645a70b20d60,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.217436783983239,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Blastocatella
4023347f4354b350aca578dc047213ac,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.162798378928227,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
41778edff7b27294a80744258bc82c36,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.205827634276265,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
434bdb93d4bb4c299f2168b2e5c69ae2,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.188485821210579,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
481f3fc84d5acf7e7ca4ff125778b79e,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.183277466945963,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Blastocatella
4bb705753c177974171d0c60806da972,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.176485565200748,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
58ab96ca453d98eb42836a80afeb999e,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.186759698469383,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
599249d214d5ef5a5160f95338a479e8,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.19195003060282,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
59f9bfa4fc0c555bafe06dd763da3980,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.17296802626747,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
5a89a2b315841cfe07070da0e8ea1fee,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.166350275825691,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
66856436709abfbaec5a48bca0a0a12a,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.201506981607541,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
69c9e58f2c4f8d0156f1a41d783ae03c,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.199012309797881,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
6b55c09a56b66d59f62652c8e6713fd1,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.181605039003555,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
7100ed7a4426e446f7e8a3f29ac1679c,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.209688646664298,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
74b1affe5588c74eda823de629c2accd,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.217436783983239,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Blastocatella
885068b478580965b9641d4722eab722,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.204331481030007,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
88edb0ce4989b5dc8ca56e539c820c80,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.207740087501211,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
8b4ce6e22bdb3ef518936a92d3801cb7,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.193730597828815,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
8c5b7d096aa86cebba30f71e69ac393c,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.215084353389824,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
8d2146931a060439af4641441ad8bff3,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.166350275825691,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
8dbfad27ca03275955bac673e75f44a3,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.199012309797881,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
8e18874e04440bcf997a410ddc96b985,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.209688646664298,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Blastocatella
90fade2194c464e781fabb7c595cbc41,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.17810503265166,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
94db07397956b0a4e6dab6a26ed4c898,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.197176532589896,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
98fe20ab09140745b093692a0f09e3bc,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.181605039003555,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
9ad34ccb077287dfbd66bbd0379965af,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.213078188327864,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Blastocatella
a1ce74d0d8112169278532244fe590c3,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.161333534712585,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
a28afa4924d99a977607d0e945886342,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.207740087501211,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
a30acf1421d18da31102a8c732167da4,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.181605039003555,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,unknown Blastocatellaceae
a4f5c25f8cc6316e60f1bf64a4a83241,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.193730597828815,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
aa573d1cf989241c68699d3330e98f52,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.202439712083887,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
aa956cf9b3acc9d8cecb1cb6b8803540,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.176485565200748,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
ace189768aeef6f4b7b0812f2adc5e10,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.209688646664298,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
b063a9c3291ebc224eceea4bd1975793,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.186759698469383,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,JGI 0001001-H03
b24844d1018b6dc41fd09d87e17ec92a,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.204331481030007,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
b42eabef7fdbf5710dd4d5c030290c87,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.199012309797881,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
b6e1f6203b5b8dc07f0416217fb4984f,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.197176532589896,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
bf6b7a36880bac3ed1d449fb33d91e57,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.171400799961707,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
c1fac4e328492ea67e435c0410acf040,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.204331481030007,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
c92d4d6edeac91d4b8a0164791e92e28,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.193730597828815,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,unknown Blastocatellaceae
cc6182881cb34f4a47379316de687c1e,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.207740087501211,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Blastocatella
d02d8caefbe14fb9c5acb4d9c25e712f,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.161333534712585,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
d1543258707869ef7da4afae22eb109a,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.209688646664298,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
e646a69c6fa785a3b485886ae6822aa0,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.199012309797881,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
e98a24cfdf3b3643a9609af48da0090a,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.197176532589896,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
ea53c5bf172a5bdca8601b54b20e5058,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.218454555436829,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
eb7eee1565eee6e5af69aa78fcc86890,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.188485821210579,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
ecea9bca87deb59e62182bee03af2139,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.181605039003555,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
f936d73bab451f7017c31fba8daf3419,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.162798378928227,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
f999ae363bf74bbc6da5f707ddd77e56,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.171400799961707,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
fbfa657191be6da3e627dfe2c1601fb5,GCF_000226295.1,Chloracidobacterium thermophilum B|GCF_000226295.1|NC_016024.1|Chromosome: 1|103116..104615 +,1,0.181605039003555,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41
